                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    114,                 1.3469,                0.71277,                 1.1261,                0.88868,                0.91668,                0.93796,                0.51655,                 1.5479,                0.72522,                 1.3363,              0.0088813,              0.0088813,              0.0088813
                    115,                 1.3347,                0.71831,                 1.1243,                 0.9356,                0.88488,                0.94059,                0.51886,                 1.5738,                0.72498,                 1.3503,              0.0088714,              0.0088714,              0.0088714
                    116,                 1.3461,                0.72837,                 1.1292,                  0.954,                0.87644,                0.94364,                 0.5364,                 1.5241,                0.73541,                 1.2973,              0.0088615,              0.0088615,              0.0088615
                    117,                 1.3329,                0.71682,                 1.1358,                0.91523,                0.89315,                0.93404,                0.53277,                 1.5188,                0.73698,                 1.3004,              0.0088516,              0.0088516,              0.0088516
                    118,                 1.3381,                0.71582,                 1.1171,                0.90447,                0.85959,                 0.9155,                0.51459,                 1.5784,                0.77762,                 1.3357,              0.0088417,              0.0088417,              0.0088417
                    119,                 1.3103,                0.68857,                 1.1148,                0.91453,                0.87021,                0.93037,                0.52339,                 1.5464,                0.72871,                 1.3207,              0.0088318,              0.0088318,              0.0088318
                    120,                 1.3095,                0.70301,                 1.1151,                0.90911,                  0.877,                0.92341,                0.51187,                    1.6,                0.75036,                 1.3488,              0.0088219,              0.0088219,              0.0088219
                    121,                 1.3283,                0.71218,                 1.1154,                0.91796,                0.90007,                0.92794,                0.52625,                 1.5537,                0.73431,                 1.3208,               0.008812,               0.008812,               0.008812
                    122,                 1.3048,                0.69506,                  1.113,                0.92051,                0.90057,                0.92771,                0.52097,                 1.5544,                0.75852,                 1.3277,              0.0088021,              0.0088021,              0.0088021
                    123,                 1.3171,                 0.6876,                 1.1109,                0.90205,                0.90858,                0.93415,                0.52492,                 1.5458,                0.72586,                 1.3329,              0.0087922,              0.0087922,              0.0087922
                    124,                 1.3043,                0.68589,                 1.1067,                0.90695,                0.90097,                0.93944,                0.53785,                 1.5555,                0.73309,                 1.3304,              0.0087823,              0.0087823,              0.0087823
                    125,                 1.3205,                0.69591,                 1.1171,                0.90224,                0.85322,                0.90736,                0.49516,                 1.6074,                0.78839,                 1.3677,              0.0087724,              0.0087724,              0.0087724
                    126,                 1.3008,                0.69988,                 1.1047,                0.94761,                0.86988,                0.92449,                0.51503,                  1.544,                0.71533,                 1.3253,              0.0087625,              0.0087625,              0.0087625
                    127,                 1.3084,                0.69529,                  1.112,                0.91538,                  0.882,                 0.9411,                0.52413,                 1.5457,                0.73265,                 1.3272,              0.0087526,              0.0087526,              0.0087526
                    128,                 1.2879,                 0.6791,                 1.0989,                0.94639,                0.87966,                0.93506,                0.51451,                 1.5894,                0.76421,                 1.3237,              0.0087427,              0.0087427,              0.0087427
                    129,                 1.3121,                  0.691,                 1.1075,                0.91131,                0.90121,                0.93525,                0.51859,                 1.5811,                0.74933,                 1.3377,              0.0087328,              0.0087328,              0.0087328
